lib_name;lib_type;lib_version;lib_function_name;lib_function_offset;test_name;test_type;test_function_name;test_function_offset;similarity
func;dll;1;sub_62501230;0x62501230;vuln2;exe;sub_4074A0;0x4074a0;0.6615201410178488
func;dll;1;sub_62501550;0x62501550;vuln2;exe;sub_4074A0;0x4074a0;0.5780250350705063
func;dll;1;sub_62501140;0x62501140;vuln2;exe;sub_4074F0;0x4074f0;0.5922620561064497
func;dll;1;Func1;0x62501280;vuln2;exe;sub_4074F0;0x4074f0;0.5624577903113934
func;dll;1;Func10;0x625012f8;vuln2;exe;sub_4074F0;0x4074f0;0.7189328940858464
func;dll;1;Func11;0x62501318;vuln2;exe;sub_4074F0;0x4074f0;0.6720578940858464
func;dll;1;Func12;0x62501332;vuln2;exe;sub_4074F0;0x4074f0;0.5670046644821789
func;dll;1;Func13;0x62501365;vuln2;exe;sub_4074F0;0x4074f0;0.7189328940858464
func;dll;1;Func14;0x62501385;vuln2;exe;sub_4074F0;0x4074f0;0.7189328940858464
func;dll;1;sub_62501440;0x62501440;vuln2;exe;sub_4074F0;0x4074f0;0.6272667743584127
func;dll;1;sub_62501B70;0x62501b70;vuln2;exe;sub_4074F0;0x4074f0;0.6048788125616034
func;dll;1;sub_625011A0;0x625011a0;vuln2;exe;sub_401180;0x401180;0.6036652769485917
func;dll;1;sub_62501140;0x62501140;vuln2;exe;sub_401260;0x401260;0.6376090185205365
func;dll;1;Func10;0x625012f8;vuln2;exe;sub_401260;0x401260;0.5703014273931559
func;dll;1;Func12;0x62501332;vuln2;exe;sub_401260;0x401260;1.0
func;dll;1;sub_625011A0;0x625011a0;vuln2;exe;sub_401300;0x401300;1.0
func;dll;1;sub_62501000;0x62501000;vuln2;exe;sub_401390;0x401390;0.6414837633941267
func;dll;1;sub_62501140;0x62501140;vuln2;exe;sub_401390;0x401390;0.5447177852376847
func;dll;1;sub_62501230;0x62501230;vuln2;exe;sub_401390;0x401390;1.0
func;dll;1;sub_62501230;0x62501230;vuln2;exe;parse_string;0x4013e0;0.5981987654359578
func;dll;1;TlsCallback_1;0x62501460;vuln2;exe;parse_string;0x4013e0;0.5592462608998129
func;dll;1;sub_62501790;0x62501790;vuln2;exe;parse_string;0x4013e0;0.5578321062051649
func;dll;1;DllEntryPoint;0x62501060;vuln2;exe;_main;0x401447;0.6234496296490297
func;dll;1;sub_62501230;0x62501230;vuln2;exe;vuln_func;0x40158d;0.6321583881777824
func;dll;1;Func12;0x62501332;vuln2;exe;vuln_func;0x40158d;0.5364667898024926
func;dll;1;TlsCallback_1;0x62501460;vuln2;exe;vuln_func;0x40158d;0.599808164036484
func;dll;1;sub_62501790;0x62501790;vuln2;exe;vuln_func;0x40158d;0.6162064821895805
func;dll;1;sub_62501140;0x62501140;vuln2;exe;sub_401B50;0x401b50;0.6722572029700442
func;dll;1;sub_62501230;0x62501230;vuln2;exe;sub_401B50;0x401b50;0.5767678852128507
func;dll;1;Func10;0x625012f8;vuln2;exe;sub_401B50;0x401b50;0.5676865980329074
func;dll;1;Func11;0x62501318;vuln2;exe;sub_401B50;0x401b50;0.5335956889419984
func;dll;1;Func12;0x62501332;vuln2;exe;sub_401B50;0x401b50;0.648847148014459
func;dll;1;Func13;0x62501365;vuln2;exe;sub_401B50;0x401b50;0.5676865980329074
func;dll;1;Func14;0x62501385;vuln2;exe;sub_401B50;0x401b50;0.5676865980329074
func;dll;1;sub_625013C0;0x625013c0;vuln2;exe;sub_401B50;0x401b50;1.0
func;dll;1;Func1;0x62501280;vuln2;exe;sub_401BD0;0x401bd0;0.6428234635128619
func;dll;1;sub_62501440;0x62501440;vuln2;exe;sub_401BD0;0x401bd0;1.0
func;dll;1;sub_62501140;0x62501140;vuln2;exe;TlsCallback_1;0x401bf0;0.5823106496921588
func;dll;1;sub_62501230;0x62501230;vuln2;exe;TlsCallback_1;0x401bf0;0.6773425175065235
func;dll;1;Func12;0x62501332;vuln2;exe;TlsCallback_1;0x401bf0;0.5984715186530275
func;dll;1;sub_625013C0;0x625013c0;vuln2;exe;TlsCallback_1;0x401bf0;0.6165185982829589
func;dll;1;TlsCallback_1;0x62501460;vuln2;exe;TlsCallback_1;0x401bf0;1.0
func;dll;1;TlsCallback_0;0x625014b0;vuln2;exe;TlsCallback_0;0x401c40;1.0
func;dll;1;sub_625011A0;0x625011a0;vuln2;exe;sub_401CE0;0x401ce0;0.6220514208895149
func;dll;1;sub_62501550;0x62501550;vuln2;exe;sub_401CE0;0x401ce0;1.0
func;dll;1;sub_62501550;0x62501550;vuln2;exe;sub_401E80;0x401e80;0.6095048590719753
func;dll;1;sub_625016F0;0x625016f0;vuln2;exe;sub_401E80;0x401e80;1.0
func;dll;1;sub_62501140;0x62501140;vuln2;exe;sub_401F20;0x401f20;0.5790325197144732
func;dll;1;sub_62501230;0x62501230;vuln2;exe;sub_401F20;0x401f20;0.6249529151631811
func;dll;1;Func12;0x62501332;vuln2;exe;sub_401F20;0x401f20;0.6252577234769015
func;dll;1;sub_625013C0;0x625013c0;vuln2;exe;sub_401F20;0x401f20;0.6038656314187153
func;dll;1;TlsCallback_1;0x62501460;vuln2;exe;sub_401F20;0x401f20;0.6602461298933817
func;dll;1;sub_62501790;0x62501790;vuln2;exe;sub_401F20;0x401f20;1.0
func;dll;1;DllEntryPoint;0x62501060;vuln2;exe;sub_401F70;0x401f70;0.7043299386802273
func;dll;1;sub_625017E0;0x625017e0;vuln2;exe;sub_401F70;0x401f70;1.0
func;dll;1;sub_625018D0;0x625018d0;vuln2;exe;sub_402060;0x402060;1.0
func;dll;1;sub_62501140;0x62501140;vuln2;exe;sub_402270;0x402270;1.0
func;dll;1;TlsCallback_1;0x62501460;vuln2;exe;sub_4039D0;0x4039d0;0.5719165994829694
func;dll;1;TlsCallback_0;0x625014b0;vuln2;exe;sub_4025C0;0x4025c0;0.6372260616450972
func;dll;1;sub_62501550;0x62501550;vuln2;exe;sub_4025C0;0x4025c0;0.6928771841964332
func;dll;1;sub_62501550;0x62501550;vuln2;exe;sub_4028A0;0x4028a0;0.7081507617909832
func;dll;1;sub_62501440;0x62501440;vuln2;exe;sub_402910;0x402910;0.6723159573137689
func;dll;1;sub_62501000;0x62501000;vuln2;exe;sub_402930;0x402930;0.619607540868336
func;dll;1;sub_62501140;0x62501140;vuln2;exe;sub_402930;0x402930;0.5631259941764849
func;dll;1;sub_62501230;0x62501230;vuln2;exe;sub_402930;0x402930;0.7018765271524093
func;dll;1;Func12;0x62501332;vuln2;exe;sub_402930;0x402930;0.5966850368306855
func;dll;1;sub_625013C0;0x625013c0;vuln2;exe;sub_402930;0x402930;0.5939946062445712
func;dll;1;TlsCallback_1;0x62501460;vuln2;exe;sub_402930;0x402930;0.6426159846905459
func;dll;1;sub_62501790;0x62501790;vuln2;exe;sub_402930;0x402930;0.5951714740797158
func;dll;1;DllEntryPoint;0x62501060;vuln2;exe;sub_402F20;0x402f20;0.7113936789382216
func;dll;1;sub_625017E0;0x625017e0;vuln2;exe;sub_402F20;0x402f20;0.7065021497867663
func;dll;1;sub_625017E0;0x625017e0;vuln2;exe;sub_403420;0x403420;0.5714618967953675
func;dll;1;sub_62501230;0x62501230;vuln2;exe;sub_403730;0x403730;0.6763476439278827
func;dll;1;TlsCallback_0;0x625014b0;vuln2;exe;sub_403730;0x403730;0.503382572579129
func;dll;1;sub_62501230;0x62501230;vuln2;exe;sub_403780;0x403780;0.6955910885707511
func;dll;1;TlsCallback_1;0x62501460;vuln2;exe;sub_403780;0x403780;0.6426732900518067
func;dll;1;TlsCallback_0;0x625014b0;vuln2;exe;sub_403780;0x403780;0.5085677409769997
func;dll;1;sub_62501790;0x62501790;vuln2;exe;sub_403780;0x403780;0.6026059040396046
func;dll;1;sub_62501000;0x62501000;vuln2;exe;sub_4037D0;0x4037d0;0.6669566918418726
func;dll;1;sub_625011A0;0x625011a0;vuln2;exe;sub_4037D0;0x4037d0;0.5420132193038016
func;dll;1;sub_62501230;0x62501230;vuln2;exe;sub_4037D0;0x4037d0;0.6008190447030006
func;dll;1;TlsCallback_1;0x62501460;vuln2;exe;sub_4037D0;0x4037d0;0.5678829012723685
func;dll;1;TlsCallback_0;0x625014b0;vuln2;exe;sub_4037D0;0x4037d0;0.5659905182244332
func;dll;1;sub_62501550;0x62501550;vuln2;exe;sub_4037D0;0x4037d0;0.6399428599468799
func;dll;1;sub_625016F0;0x625016f0;vuln2;exe;sub_4037D0;0x4037d0;0.5450769275931714
func;dll;1;sub_62501000;0x62501000;vuln2;exe;sub_407460;0x407460;0.5086453086750884
func;dll;1;Func10;0x625012f8;vuln2;exe;sub_407460;0x407460;0.5705620231778464
func;dll;1;Func11;0x62501318;vuln2;exe;sub_407460;0x407460;0.5405620231778464
func;dll;1;Func12;0x62501332;vuln2;exe;sub_407460;0x407460;0.7085976922645196
func;dll;1;Func13;0x62501365;vuln2;exe;sub_407460;0x407460;0.5705620231778464
func;dll;1;Func14;0x62501385;vuln2;exe;sub_407460;0x407460;0.5705620231778464
func;dll;1;DllEntryPoint;0x62501060;vuln2;exe;sub_404590;0x404590;0.5966726657066403
func;dll;1;DllEntryPoint;0x62501060;vuln2;exe;sub_4057E0;0x4057e0;0.504480537683905
func;dll;1;sub_625011A0;0x625011a0;vuln2;exe;sub_405960;0x405960;0.6841590065316272
func;dll;1;sub_62501550;0x62501550;vuln2;exe;sub_405960;0x405960;0.5959084955226339
func;dll;1;sub_625016F0;0x625016f0;vuln2;exe;sub_405C00;0x405c00;0.6885063625372039
func;dll;1;sub_62501550;0x62501550;vuln2;exe;sub_405C90;0x405c90;0.67183989969006
func;dll;1;DllEntryPoint;0x62501060;vuln2;exe;sub_407710;0x407710;0.6174481999898158
func;dll;1;sub_625011A0;0x625011a0;vuln2;exe;sub_407710;0x407710;0.6144180712670632
func;dll;1;sub_625016F0;0x625016f0;vuln2;exe;sub_407710;0x407710;0.6290689566356806
func;dll;1;sub_625017E0;0x625017e0;vuln2;exe;sub_407710;0x407710;0.6052907240721639
func;dll;1;sub_62501230;0x62501230;vuln2;exe;sub_4077E0;0x4077e0;0.6974081770086902
func;dll;1;Func12;0x62501332;vuln2;exe;sub_4077E0;0x4077e0;0.586536676031639
func;dll;1;TlsCallback_1;0x62501460;vuln2;exe;sub_4077E0;0x4077e0;0.7021566819873616
func;dll;1;sub_62501790;0x62501790;vuln2;exe;sub_4077E0;0x4077e0;0.6511098217421123
func;dll;1;sub_62501230;0x62501230;vuln2;exe;sub_407900;0x407900;0.5577097926446613
func;dll;1;TlsCallback_0;0x625014b0;vuln2;exe;sub_407900;0x407900;0.6058882687030961
func;dll;1;sub_62501140;0x62501140;vuln2;exe;sub_407A50;0x407a50;0.6352317993050258
func;dll;1;Func1;0x62501280;vuln2;exe;sub_407A50;0x407a50;0.550469747240847
func;dll;1;Func10;0x625012f8;vuln2;exe;sub_407A50;0x407a50;0.6886486095116584
func;dll;1;Func11;0x62501318;vuln2;exe;sub_407A50;0x407a50;0.648108068971118
func;dll;1;Func12;0x62501332;vuln2;exe;sub_407A50;0x407a50;0.5898363609499391
func;dll;1;Func13;0x62501365;vuln2;exe;sub_407A50;0x407a50;0.6886486095116584
func;dll;1;Func14;0x62501385;vuln2;exe;sub_407A50;0x407a50;0.6886486095116584
func;dll;1;sub_625013C0;0x625013c0;vuln2;exe;sub_407A50;0x407a50;0.6005480742715322
func;dll;1;sub_62501440;0x62501440;vuln2;exe;sub_407A50;0x407a50;0.6068682173221815
func;dll;1;sub_62501790;0x62501790;vuln2;exe;sub_407A50;0x407a50;0.5018685063860764
func;dll;1;sub_62501B70;0x62501b70;vuln2;exe;sub_407A50;0x407a50;0.5849461993963273
func;dll;1;Func1;0x62501280;vuln2;exe;sub_4086C0;0x4086c0;0.6927423135764694
func;dll;1;Func10;0x625012f8;vuln2;exe;sub_4086C0;0x4086c0;0.6178317774137494
func;dll;1;Func11;0x62501318;vuln2;exe;sub_4086C0;0x4086c0;0.6629038927983648
func;dll;1;Func13;0x62501365;vuln2;exe;sub_4086C0;0x4086c0;0.6178317774137494
func;dll;1;Func14;0x62501385;vuln2;exe;sub_4086C0;0x4086c0;0.6178317774137494
func;dll;1;sub_62501440;0x62501440;vuln2;exe;sub_4086C0;0x4086c0;0.6891867478373672
func;dll;1;sub_62501B70;0x62501b70;vuln2;exe;sub_4086C0;0x4086c0;1.0
kernel32;dll;1;SkipPathTypeIndicator_U;0x180006ef0;vuln2;exe;sub_4074A0;0x4074a0;0.6028441219109442
kernel32;dll;1;BasepReleaseSxsCreateProcessUtilityStruct;0x180014b30;vuln2;exe;sub_4074A0;0x4074a0;0.6203505714180337
kernel32;dll;1;QuirkIsEnabledForPackage4Worker;0x180009dd0;vuln2;exe;sub_4074A0;0x4074a0;0.511922862837975
kernel32;dll;1;IsValidCalendarType;0x18000b2f4;vuln2;exe;sub_4074A0;0x4074a0;0.5931564688440016
kernel32;dll;1;QuirkIsEnabled3Worker;0x180015d00;vuln2;exe;sub_4074A0;0x4074a0;0.6336946951775037
kernel32;dll;1;BaseDllAppendStringToResultBuffer;0x18000f6c0;vuln2;exe;sub_4074A0;0x4074a0;0.6872698184386412
kernel32;dll;1;SdbReadDWORDTag;0x180010bc0;vuln2;exe;sub_4074A0;0x4074a0;0.6199603838190795
kernel32;dll;1;SdbFindNextTag;0x180010c30;vuln2;exe;sub_4074A0;0x4074a0;0.5343701431320731
kernel32;dll;1;SdbReadWORDTag;0x180010da0;vuln2;exe;sub_4074A0;0x4074a0;0.6097322920592009
kernel32;dll;1;SdbFindFirstTagRef;0x180010f94;vuln2;exe;sub_4074A0;0x4074a0;0.533009974200302
kernel32;dll;1;SdbTagIDToTagRef;0x1800114b0;vuln2;exe;sub_4074A0;0x4074a0;0.6646552994633164
kernel32;dll;1;InternalInitAtomTable;0x1800130b4;vuln2;exe;sub_4074A0;0x4074a0;0.5855637135193892
kernel32;dll;1;FindActCtxSectionStringWWorker;0x180013250;vuln2;exe;sub_4074A0;0x4074a0;0.53083274806081
kernel32;dll;1;GetPrivateProfileIntA;0x180015310;vuln2;exe;sub_4074A0;0x4074a0;0.5961727841527551
kernel32;dll;1;IsTSAppCompatEnabled;0x1800178a0;vuln2;exe;sub_4074A0;0x4074a0;0.6329503638773777
kernel32;dll;1;??1COMPAT_CACHE_AUTO_EXE@@QEAA@XZ;0x180018b04;vuln2;exe;sub_4074A0;0x4074a0;0.5997072790803785
kernel32;dll;1;lstrcmpiA;0x18001b2ac;vuln2;exe;sub_4074A0;0x4074a0;0.6202148339154816
kernel32;dll;1;GetMinSupportedPersianYear;0x180050b08;vuln2;exe;sub_4074A0;0x4074a0;0.6411205088158509
kernel32;dll;1;BasepFreeAppCompatData;0x18001bb30;vuln2;exe;sub_4074A0;0x4074a0;0.5861107323467654
kernel32;dll;1;OpenMutexA;0x18001bfc0;vuln2;exe;sub_4074A0;0x4074a0;0.6197405117411037
kernel32;dll;1;BasepCheckWebBladeHashes;0x18001cfb0;vuln2;exe;sub_4074A0;0x4074a0;0.6377420243919244
kernel32;dll;1;GetExitCodeProcessImplementation;0x18001d000;vuln2;exe;sub_4074A0;0x4074a0;0.614397977769459
kernel32;dll;1;SetFileCompletionNotificationModes;0x18001dee0;vuln2;exe;sub_4074A0;0x4074a0;0.6049866141877845
kernel32;dll;1;CheckSetupOrOobeSupport;0x18001eb28;vuln2;exe;sub_4074A0;0x4074a0;0.579919814026384
kernel32;dll;1;OpenFileMappingA;0x1800215b0;vuln2;exe;sub_4074A0;0x4074a0;0.5534107272653105
kernel32;dll;1;RemoveDirectoryTransactedA;0x180036ed0;vuln2;exe;sub_4074A0;0x4074a0;0.6351867004295
kernel32;dll;1;?AicpAsyncInitializeHandle@@YAKPEAU_RPC_ASYNC_STATE@@K@Z;0x180025ba4;vuln2;exe;sub_4074A0;0x4074a0;0.5926199737141233
kernel32;dll;1;__GSHandlerCheck_SEH;0x180026260;vuln2;exe;sub_4074A0;0x4074a0;0.5176193021947195
kernel32;dll;1;SetFileShortNameA;0x1800373c0;vuln2;exe;sub_4074A0;0x4074a0;0.6136461278239821
kernel32;dll;1;GetNamedPipeClientSessionId;0x180038090;vuln2;exe;sub_4074A0;0x4074a0;0.6156573526928985
kernel32;dll;1;GetProcessDEPPolicy;0x180039050;vuln2;exe;sub_4074A0;0x4074a0;0.6660628566178762
kernel32;dll;1;GetFriendlyMatchComm;0x18003d070;vuln2;exe;sub_4074A0;0x4074a0;0.6066353186542844
kernel32;dll;1;Toolhelp32ReadProcessMemory;0x18003bde0;vuln2;exe;sub_4074A0;0x4074a0;0.5304910127793122
kernel32;dll;1;BeginUpdateResourceA;0x180048ca0;vuln2;exe;sub_4074A0;0x4074a0;0.6300432884977429
kernel32;dll;1;StringCchCopyA;0x1800491fc;vuln2;exe;sub_4074A0;0x4074a0;0.6862199073193256
kernel32;dll;1;EnumDateFormatsA;0x18004a490;vuln2;exe;sub_4074A0;0x4074a0;0.6429636665003233
kernel32;dll;1;GetHebrewDate;0x18004b46c;vuln2;exe;sub_4074A0;0x4074a0;0.6490766790643001
kernel32;dll;1;GetPersianDate;0x18004b4cc;vuln2;exe;sub_4074A0;0x4074a0;0.6501483776511229
kernel32;dll;1;GetUmAlQuraDate;0x18004b514;vuln2;exe;sub_4074A0;0x4074a0;0.6483900107621082
kernel32;dll;1;IsGregBasedLeapDay;0x18004e68c;vuln2;exe;sub_4074A0;0x4074a0;0.5641258409595709
kernel32;dll;1;GetCurrencyFormatW;0x18004b89c;vuln2;exe;sub_4074A0;0x4074a0;0.5576638283393863
kernel32;dll;1;GetDurationFormat;0x18004b920;vuln2;exe;sub_4074A0;0x4074a0;0.5313664092558892
kernel32;dll;1;IsGregBasedLeapYear;0x18004e708;vuln2;exe;sub_4074A0;0x4074a0;0.6453509180433554
kernel32;dll;1;GetGregBasedDayOfYear;0x18004e29c;vuln2;exe;sub_4074A0;0x4074a0;0.6411613644752365
kernel32;dll;1;GetGregBasedDaysInMonth;0x18004e2ec;vuln2;exe;sub_4074A0;0x4074a0;0.5980024495442148
kernel32;dll;1;AbsoluteToUmAlQura;0x18004eabc;vuln2;exe;sub_4074A0;0x4074a0;0.6611402463351291
kernel32;dll;1;GetUmAlQuraDaysInMonth;0x18004edc4;vuln2;exe;sub_4074A0;0x4074a0;0.6561147164312141
kernel32;dll;1;UmAlQuraToAbsolute;0x18004f174;vuln2;exe;sub_4074A0;0x4074a0;0.6281389942423294
kernel32;dll;1;AbsoluteToHebrew;0x18004f2f0;vuln2;exe;sub_4074A0;0x4074a0;0.6611402463351291
kernel32;dll;1;GetHebrewDaysInMonth;0x18004f77c;vuln2;exe;sub_4074A0;0x4074a0;0.6170462592924351
kernel32;dll;1;IsHebrewLeapMonth;0x18004fc54;vuln2;exe;sub_4074A0;0x4074a0;0.615129492435257
kernel32;dll;1;??0PersianCalendar@Calendars@Globalization@Windows@@QEAA@PEAUCALDATETIME@@@Z;0x18004ff0c;vuln2;exe;sub_4074A0;0x4074a0;0.6061234832541456
kernel32;dll;1;??_EYearMonthCalendar@Calendars@Globalization@Windows@@UEAAPEAXI@Z;0x18004ff90;vuln2;exe;sub_4074A0;0x4074a0;0.6321884835280636
kernel32;dll;1;?AdjustDate@PersianCalendar@Calendars@Globalization@Windows@@UEAAXXZ;0x180050180;vuln2;exe;sub_4074A0;0x4074a0;0.5808694032421782
kernel32;dll;1;?GetDaysInMonth@PersianCalendar@Calendars@Globalization@Windows@@AEBAHHH@Z;0x1800502b4;vuln2;exe;sub_4074A0;0x4074a0;0.648224987341937
kernel32;dll;1;?get_NumberOfDaysInThisMonth@PersianCalendar@Calendars@Globalization@Windows@@UEBAHXZ;0x180050720;vuln2;exe;sub_4074A0;0x4074a0;0.6344544642682679
kernel32;dll;1;GetHijriDaysInMonth;0x180051784;vuln2;exe;sub_4074A0;0x4074a0;0.6504669052228551
kernel32;dll;1;IsHijriLeapDay;0x180051824;vuln2;exe;sub_4074A0;0x4074a0;0.5503395492907774
kernel32;dll;1;?CenturiesFrom1900@MomentInDynamicalTime@CalendricalCalculations@Calendars@Globalization@Windows@@CANH@Z;0x180051c1c;vuln2;exe;sub_4074A0;0x4074a0;0.5959871380111089
kernel32;dll;1;?AddDays@YearMonthCalendar@Calendars@Globalization@Windows@@UEAAXH@Z;0x180053190;vuln2;exe;sub_4074A0;0x4074a0;0.6395477399025942
kernel32;dll;1;?put_Day@YearMonthCalendar@Calendars@Globalization@Windows@@UEAAXH@Z;0x1800533c0;vuln2;exe;sub_4074A0;0x4074a0;0.655842454991785
kernel32;dll;1;?put_Era@YearMonthCalendar@Calendars@Globalization@Windows@@UEAAXH@Z;0x180053410;vuln2;exe;sub_4074A0;0x4074a0;0.6326313973469971
kernel32;dll;1;?put_Month@YearMonthCalendar@Calendars@Globalization@Windows@@UEAAXH@Z;0x180053470;vuln2;exe;sub_4074A0;0x4074a0;0.6345114932212808
kernel32;dll;1;?put_Year@YearMonthCalendar@Calendars@Globalization@Windows@@UEAAXH@Z;0x1800534d0;vuln2;exe;sub_4074A0;0x4074a0;0.6348144897632139
kernel32;dll;1;CreateJobObjectA;0x18005b2e0;vuln2;exe;sub_4074A0;0x4074a0;0.6206659165332933
kernel32;dll;1;OpenJobObjectA;0x18005b390;vuln2;exe;sub_4074A0;0x4074a0;0.561901154716065
kernel32;dll;1;BackupReadBuffer;0x18005c33c;vuln2;exe;sub_4074A0;0x4074a0;0.5462285746822914
kernel32;dll;1;ComputeRequestSize;0x18005e1bc;vuln2;exe;sub_4074A0;0x4074a0;0.620795073116811
kernel32;dll;1;GetBinaryTypeA;0x18005fde0;vuln2;exe;sub_4074A0;0x4074a0;0.6351867004295
kernel32;dll;1;WaitNamedPipeA;0x1800609d0;vuln2;exe;sub_4074A0;0x4074a0;0.6282059379713207
kernel32;dll;1;CreatePrivateNamespaceA;0x180060c50;vuln2;exe;sub_4074A0;0x4074a0;0.5940995329738558
kernel32;dll;1;OpenPrivateNamespaceA;0x180060cd0;vuln2;exe;sub_4074A0;0x4074a0;0.6194124807643722
kernel32;dll;1;OpenSemaphoreA;0x180062010;vuln2;exe;sub_4074A0;0x4074a0;0.5998456736256568
kernel32;dll;1;OpenWaitableTimerA;0x180062080;vuln2;exe;sub_4074A0;0x4074a0;0.5998456736256568
kernel32;dll;1;DeleteFileTransactedA;0x180062540;vuln2;exe;sub_4074A0;0x4074a0;0.6351867004295
kernel32;dll;1;GetFileAttributesTransactedA;0x1800626c0;vuln2;exe;sub_4074A0;0x4074a0;0.6360329296312337
kernel32;dll;1;SetFileAttributesTransactedA;0x180062f20;vuln2;exe;sub_4074A0;0x4074a0;0.6335022192746733
kernel32;dll;1;AslPathWildcardFindClose;0x1800717ac;vuln2;exe;sub_4074A0;0x4074a0;0.5937891943592861
kernel32;dll;1;DeleteVolumeMountPointA;0x180063eb0;vuln2;exe;sub_4074A0;0x4074a0;0.6211974929846534
kernel32;dll;1;SetVolumeMountPointA;0x180065230;vuln2;exe;sub_4074A0;0x4074a0;0.6024285935012117
kernel32;dll;1;GetActiveProcessorGroupCount;0x180065880;vuln2;exe;sub_4074A0;0x4074a0;0.6319328059844975
kernel32;dll;1;GetNumaNodeProcessorMask;0x180066bf0;vuln2;exe;sub_4074A0;0x4074a0;0.5721506638358951
kernel32;dll;1;StringCbCopyExW;0x1800678dc;vuln2;exe;sub_4074A0;0x4074a0;0.5186848835795846
kernel32;dll;1;TermsrvDoesFileExist;0x180067a80;vuln2;exe;sub_4074A0;0x4074a0;0.5511944522272543
kernel32;dll;1;FreeGlobalBuffers;0x1800696b8;vuln2;exe;sub_4074A0;0x4074a0;0.6090201302125525
kernel32;dll;1;IsCompressed;0x180069ad0;vuln2;exe;sub_4074A0;0x4074a0;0.6488858753798791
kernel32;dll;1;LZCharNextA;0x18006a38c;vuln2;exe;sub_4074A0;0x4074a0;0.605660366302231
kernel32;dll;1;RtlUnicodeStringValidateDestWorker;0x1800736f4;vuln2;exe;sub_4074A0;0x4074a0;0.5894723181206871
kernel32;dll;1;BasepInitAppCompatData;0x18006fae0;vuln2;exe;sub_4074A0;0x4074a0;0.5281884318382256
kernel32;dll;1;?WerpHeapLock@@YAHPEAU_WER_HEAP_MAIN_HEADER@@@Z;0x18006e5bc;vuln2;exe;sub_4074A0;0x4074a0;0.6760731039987138
kernel32;dll;1;AslComputeCrc32;0x180070324;vuln2;exe;sub_4074A0;0x4074a0;0.6926284576994446
kernel32;dll;1;AslUnicodeStringFree;0x180073e88;vuln2;exe;sub_4074A0;0x4074a0;0.6253189608870481
kernel32;dll;1;AslFileFreeAttributes;0x180075388;vuln2;exe;sub_4074A0;0x4074a0;0.5284993709997211
kernel32;dll;1;AslpFileLargeMapDelete;0x18007863c;vuln2;exe;sub_4074A0;0x4074a0;0.6046451464899194
kernel32;dll;1;SdbpCheckOSKind;0x18007b5a0;vuln2;exe;sub_4074A0;0x4074a0;0.6648998598957256
kernel32;dll;1;CreateWaitableTimerW;0x1800010b0;vuln2;exe;sub_4074F0;0x4074f0;0.6745393439929909
kernel32;dll;1;IsValidGregorianYear;0x1800084e0;vuln2;exe;sub_4074F0;0x4074f0;1.0
kernel32;dll;1;GlobalLock;0x180015930;vuln2;exe;TopLevelExceptionFilter;0x401000;0.6212582065091369
kernel32;dll;1;Match;0x1800423ec;vuln2;exe;TopLevelExceptionFilter;0x401000;0.5921397193308507
kernel32;dll;1;ConvertCalDateTimeToSystemTime;0x180049760;vuln2;exe;TopLevelExceptionFilter;0x401000;0.5857738550340825
kernel32;dll;1;GetCalendarDifferenceInDays;0x180049b80;vuln2;exe;TopLevelExceptionFilter;0x401000;0.6634648717918956
kernel32;dll;1;GetCalendarWeekNumber;0x180049db0;vuln2;exe;TopLevelExceptionFilter;0x401000;0.5725643750963794
kernel32;dll;1;IsCalendarLeapMonth;0x18004a190;vuln2;exe;TopLevelExceptionFilter;0x401000;0.5988961933400484
kernel32;dll;1;IsCalendarLeapYear;0x18004a280;vuln2;exe;TopLevelExceptionFilter;0x401000;0.5311134290815095
kernel32;dll;1;BaseMultiByteToWideCharWithAlloc;0x180059c4c;vuln2;exe;TopLevelExceptionFilter;0x401000;0.5484436177570966
kernel32;dll;1;EnumerateLocalComputerNamesA;0x18005a370;vuln2;exe;TopLevelExceptionFilter;0x401000;0.6412734414530029
kernel32;dll;1;__GSHandlerCheck_SEH;0x180026260;vuln2;exe;sub_401180;0x401180;0.5720388856634095
kernel32;dll;1;IsGregBasedLeapDay;0x18004e68c;vuln2;exe;sub_401180;0x401180;0.5241023320431897
kernel32;dll;1;BackupReadBuffer;0x18005c33c;vuln2;exe;sub_401180;0x401180;0.541002946234021
kernel32;dll;1;RtlVirtualUnwindStub;0x180001010;vuln2;exe;sub_401260;0x401260;1.0
kernel32;dll;1;CreateSemaphoreA;0x18001bd20;vuln2;exe;start;0x4012a0;0.5848477877463385
kernel32;dll;1;IsThreadAFiber;0x18001d090;vuln2;exe;start;0x4012a0;0.6086862656754524
kernel32;dll;1;ExitProcessImplementation;0x18001e040;vuln2;exe;start;0x4012a0;1.0
kernel32;dll;1;CompatCacheMapQuirksTable;0x180009284;vuln2;exe;sub_401300;0x401300;0.571885994266326
kernel32;dll;1;AslPathToSystemPathBuf;0x1800099f8;vuln2;exe;sub_401300;0x401300;0.6188221696332136
kernel32;dll;1;GetDefaultSortTablesInfo;0x18000b714;vuln2;exe;sub_401300;0x401300;0.5116099990477779
kernel32;dll;1;GetDefaultSortFileMapping;0x18000b820;vuln2;exe;sub_401300;0x401300;0.556170967239906
kernel32;dll;1;SdbGetDatabaseID;0x180010834;vuln2;exe;sub_401300;0x401300;0.6028631737887373
kernel32;dll;1;SdbFindNextTagRef;0x180010cb4;vuln2;exe;sub_401300;0x401300;0.6775453736853355
